id,Age,TypeofContact,DurationOfPitch,Gender,NumberOfPersonVisiting,NumberOfFollowups,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,MonthlyIncome,customer_info,ProdTaken,car,child,AgeGroup_ProdTaken_rate,MonthlyIncomeGroup_ProdTaken_rate,CityTier_ProdTaken_rate,Passport_ProdTaken_rate,Designation_ProdTaken_rate,Occupation_ProdTaken_rate,Gender_ProdTaken_rate,marriage_ProdTaken_rate,ProdTaken_AgeGroupRate,ProdTaken_MonthlyIncomeGroupRate,ProdTaken_TypeofContactRate,ProdTaken_CityTierRate,ProdTaken_OccupationRate,ProdTaken_GenderRate,ProdTaken_ProductPitchedRate,ProdTaken_PreferredPropertyStarRate,ProdTaken_PitchSatisfactionScoreRate,ProdTaken_DesignationRate,AgeGroup_Elderly,AgeGroup_Adult,AgeGroup_Youth,MonthlyIncomeGroup_high,MonthlyIncomeGroup_middle,MonthlyIncomeGroup_row,Occupation_Large Business,Occupation_Salaried,Occupation_Small Business,ProductPitched_basic,ProductPitched_standard,ProductPitched_super deluxe,ProductPitched_deluxe,ProductPitched_king,Designation_executive,Designation_senior manager,Designation_avp,Designation_manager,Designation_vp,marriage_未婚,marriage_離婚済み,marriage_結婚済み,marriage_独身,CityTier_2,CityTier_1,CityTier_3,AgeGroup_mean_x,AgeGroup_count,MonthlyIncomeGroup_mean_x,MonthlyIncomeGroup_count,Occupation_mean_x,Occupation_count,ProductPitched_mean_x,ProductPitched_count,Designation_mean_x,Designation_count,marriage_mean_x,marriage_count,CityTier_mean_x,CityTier_count,Gender_mean_x,Gender_count,TypeofContact_mean_x,TypeofContact_count,car_mean_x,car_count,Passport_mean_x,Passport_count,AgeGroup_mean_y,AgeGroup_var,MonthlyIncomeGroup_mean_y,MonthlyIncomeGroup_var,Occupation_mean_y,Occupation_var,ProductPitched_mean_y,ProductPitched_var,Designation_mean_y,Designation_var,marriage_mean_y,marriage_var,CityTier_mean_y,CityTier_var,Gender_mean_y,Gender_var,TypeofContact_mean_y,TypeofContact_var,car_mean_y,car_var,Passport_mean_y,Passport_var,Followup_Efficiency,CityTier_Designation_Income
930,37.0,0,13.0,0,1.0,3.0,4.0,1.0,0,4,410000.0,離婚済み 車所持 子供なし,0,0,0.0,0.16,0.15,0.17,0.12,0.09,0.16,0.1,0.12,0.08853118712273642,0.6096579476861167,0.47283702213279677,0.5412474849094567,0.5472837022132797,0.2937625754527163,0.1529175050301811,0.3641851106639839,0.22535211267605634,0.1488933601609658,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.16,275,0.14581328200192492,2078,0.157498552403011,1727,0.09036860879904875,841,0.08665105386416862,854,0.11617312072892938,878,0.16854636591478697,1596,0.10245614035087719,1425,0.18231186966640806,1289,0.12030516431924883,1704,0.11945065474289364,3131,355262.28,5402472958.012553,356143.04186717997,5620692479.387289,346884.1829762594,5276141109.782256,391515.6361474435,2596889232.541263,391214.3618266979,2552574175.5887423,352646.8599088838,5894375030.401106,353795.2944862155,5141425283.18469,349535.4007017544,4953070678.873752,345496.1474010861,4955593320.972047,363923.875,6594535451.6408615,354360.54455445544,5498625778.65896,0.23076923076923078,392436.2468513854
931,34.0,1,8.0,1,1.0,3.0,5.0,2.0,0,3,300000.0,離婚済み、乗用車所持、子供ゼロ,0,0,0.0,0.14,0.14,0.17,0.12,0.06,0.16,0.17,0.12,0.6257545271629779,0.17706237424547283,0.5271629778672032,0.5412474849094567,0.5472837022132797,0.7062374245472837,0.014084507042253521,0.03420523138832998,0.19718309859154928,0.014084507042253521,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0.13883928571428572,2240,0.14012738853503184,628,0.157498552403011,1727,0.05555555555555555,126,0.058823529411764705,119,0.11617312072892938,878,0.16854636591478697,1596,0.17005813953488372,2064,0.1190909090909091,2200,0.12030516431924883,1704,0.11945065474289364,3131,353661.975,5497928458.925681,352128.6114649681,5689507064.923766,346884.1829762594,5276141109.782256,481516.626984127,6869871076.731748,484055.8403361345,6503913877.253955,352646.8599088838,5894375030.401106,353795.2944862155,5141425283.18469,358776.9854651163,6020866924.013367,360572.32272727275,5902080919.05542,363923.875,6594535451.6408615,354360.54455445544,5498625778.65896,0.375,465951.0227272727
932,29.0,0,15.0,0,1.0,3.0,4.0,2.0,0,3,352830.0,離婚済み、車保有、子供なし,0,0,0.0,0.15,0.14,0.17,0.12,0.09,0.16,0.1,0.12,0.2857142857142857,0.21327967806841047,0.47283702213279677,0.5412474849094567,0.5472837022132797,0.2937625754527163,0.1529175050301811,0.3641851106639839,0.19718309859154928,0.1488933601609658,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.1457905544147844,974,0.13537675606641125,783,0.157498552403011,1727,0.09036860879904875,841,0.08665105386416862,854,0.11617312072892938,878,0.16854636591478697,1596,0.10245614035087719,1425,0.18231186966640806,1289,0.12030516431924883,1704,0.11945065474289364,3131,358012.00513347023,5902583305.779006,354280.50446998724,5494144694.659506,346884.1829762594,5276141109.782256,391515.6361474435,2596889232.541263,391214.3618266979,2552574175.5887423,352646.8599088838,5894375030.401106,353795.2944862155,5141425283.18469,349535.4007017544,4953070678.873752,345496.1474010861,4955593320.972047,363923.875,6594535451.6408615,354360.54455445544,5498625778.65896,0.2,392436.2468513854
933,49.0,1,15.0,0,1.0,3.0,4.0,5.0,0,3,350955.0,離婚済み、車所持、子供無し,0,0,0.0,0.15,0.15,0.17,0.12,0.31,0.16,0.1,0.12,0.2857142857142857,0.6096579476861167,0.5271629778672032,0.5412474849094567,0.5472837022132797,0.2937625754527163,0.7062374245472837,0.3641851106639839,0.19718309859154928,0.7122736418511066,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.1457905544147844,974,0.14581328200192492,2078,0.157498552403011,1727,0.30337078651685395,1157,0.30782608695652175,1150,0.11617312072892938,878,0.16854636591478697,1596,0.10245614035087719,1425,0.1190909090909091,2200,0.12030516431924883,1704,0.11945065474289364,3131,358012.00513347023,5902583305.779006,356143.04186717997,5620692479.387289,346884.1829762594,5276141109.782256,300917.17804667243,2263227819.497684,300926.5669565217,2367094829.425883,352646.8599088838,5894375030.401106,353795.2944862155,5141425283.18469,349535.4007017544,4953070678.873752,360572.32272727275,5902080919.05542,363923.875,6594535451.6408615,354360.54455445544,5498625778.65896,0.2,294408.81598062953
934,37.0,0,18.0,1,1.0,3.0,4.0,1.0,0,4,252480.0,"離婚済み,自家用車なし,無子",1,1,0.0,0.14,0.15,0.17,0.12,0.31,0.23,0.17,0.12,0.6257545271629779,0.6096579476861167,0.47283702213279677,0.5412474849094567,0.16498993963782696,0.7062374245472837,0.7062374245472837,0.3641851106639839,0.22535211267605634,0.7122736418511066,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.13883928571428572,2240,0.14581328200192492,2078,0.22714681440443213,361,0.30337078651685395,1157,0.30782608695652175,1150,0.11617312072892938,878,0.16854636591478697,1596,0.17005813953488372,2064,0.18231186966640806,1289,0.16358543417366947,1785,0.11945065474289364,3131,353661.975,5497928458.925681,356143.04186717997,5620692479.387289,343276.6371191136,5424699384.392953,300917.17804667243,2263227819.497684,300926.5669565217,2367094829.425883,352646.8599088838,5894375030.401106,353795.2944862155,5141425283.18469,358776.9854651163,6020866924.013367,345496.1474010861,4955593320.972047,346485.9165266107,4512685913.072065,354360.54455445544,5498625778.65896,0.16666666666666666,294408.81598062953
935,55.0,0,9.0,0,1.0,4.0,4.0,4.0,0,4,400000.0,離婚済み、車未所持、子供なし,0,1,0.0,0.14,0.15,0.17,0.12,0.09,0.16,0.1,0.12,0.6257545271629779,0.6096579476861167,0.47283702213279677,0.5412474849094567,0.5472837022132797,0.2937625754527163,0.1529175050301811,0.3641851106639839,0.22535211267605634,0.1488933601609658,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.13883928571428572,2240,0.14581328200192492,2078,0.157498552403011,1727,0.09036860879904875,841,0.08665105386416862,854,0.11617312072892938,878,0.16854636591478697,1596,0.10245614035087719,1425,0.18231186966640806,1289,0.16358543417366947,1785,0.11945065474289364,3131,353661.975,5497928458.925681,356143.04186717997,5620692479.387289,346884.1829762594,5276141109.782256,391515.6361474435,2596889232.541263,391214.3618266979,2552574175.5887423,352646.8599088838,5894375030.401106,353795.2944862155,5141425283.18469,349535.4007017544,4953070678.873752,345496.1474010861,4955593320.972047,346485.9165266107,4512685913.072065,354360.54455445544,5498625778.65896,0.4444444444444444,392436.2468513854
936,43.0,1,24.0,0,1.0,3.0,4.0,1.0,0,4,260000.0,独身	車あり	無子,0,0,0.0,0.14,0.14,0.11,0.12,0.31,0.16,0.1,0.33,0.6257545271629779,0.17706237424547283,0.5271629778672032,0.3319919517102616,0.5472837022132797,0.2937625754527163,0.7062374245472837,0.3641851106639839,0.22535211267605634,0.7122736418511066,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.13883928571428572,2240,0.14012738853503184,628,0.157498552403011,1727,0.30337078651685395,1157,0.30782608695652175,1150,0.33436532507739936,646,0.11186440677966102,1475,0.10245614035087719,1425,0.1190909090909091,2200,0.12030516431924883,1704,0.11945065474289364,3131,353661.975,5497928458.925681,352128.6114649681,5689507064.923766,346884.1829762594,5276141109.782256,300917.17804667243,2263227819.497684,300926.5669565217,2367094829.425883,331100.97987616097,6473124279.808889,356169.46237288136,6409766561.95025,349535.4007017544,4953070678.873752,360572.32272727275,5902080919.05542,363923.875,6594535451.6408615,354360.54455445544,5498625778.65896,0.125,305693.31191222573
937,45.0,1,17.0,1,1.0,3.0,4.0,2.0,0,4,261195.0,結婚済み/自動車所有/子供無し,1,0,0.0,0.14,0.14,0.17,0.12,0.31,0.16,0.17,0.1,0.6257545271629779,0.17706237424547283,0.5271629778672032,0.5412474849094567,0.5472837022132797,0.7062374245472837,0.7062374245472837,0.3641851106639839,0.22535211267605634,0.7122736418511066,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.13883928571428572,2240,0.14012738853503184,628,0.157498552403011,1727,0.30337078651685395,1157,0.30782608695652175,1150,0.09826589595375723,1384,0.16854636591478697,1596,0.17005813953488372,2064,0.1190909090909091,2200,0.12030516431924883,1704,0.11945065474289364,3131,353661.975,5497928458.925681,352128.6114649681,5689507064.923766,346884.1829762594,5276141109.782256,300917.17804667243,2263227819.497684,300926.5669565217,2367094829.425883,361764.1112716763,5892440916.169826,353795.2944862155,5141425283.18469,358776.9854651163,6020866924.013367,360572.32272727275,5902080919.05542,363923.875,6594535451.6408615,354360.54455445544,5498625778.65896,0.17647058823529413,294408.81598062953
938,46.0,1,15.0,0,2.0,3.0,4.0,2.0,0,4,355785.0,結婚済み　車所持　子供の数不明,0,0,0.0,0.16,0.14,0.17,0.12,0.04,0.16,0.1,0.1,0.08853118712273642,0.17706237424547283,0.5271629778672032,0.5412474849094567,0.5472837022132797,0.2937625754527163,0.07042253521126761,0.3641851106639839,0.22535211267605634,0.07645875251509054,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0.16,275,0.14012738853503184,628,0.157498552403011,1727,0.03349282296650718,1045,0.03601895734597156,1055,0.09826589595375723,1384,0.16854636591478697,1596,0.10245614035087719,1425,0.1190909090909091,2200,0.12030516431924883,1704,0.11945065474289364,3131,355262.28,5402472958.012553,352128.6114649681,5689507064.923766,346884.1829762594,5276141109.782256,337073.9425837321,1662703765.4583855,336992.4018957346,1661838021.122957,361764.1112716763,5892440916.169826,353795.2944862155,5141425283.18469,349535.4007017544,4953070678.873752,360572.32272727275,5902080919.05542,363923.875,6594535451.6408615,354360.54455445544,5498625778.65896,0.2,336787.2414355628
939,27.0,1,5.0,1,1.0,3.0,4.0,2.0,0,4,400000.0,"結婚済み,車未所持,子供なし",0,1,0.0,0.14,0.14,0.15,0.12,0.09,0.23,0.17,0.1,0.6257545271629779,0.17706237424547283,0.5271629778672032,0.1267605633802817,0.16498993963782696,0.7062374245472837,0.1529175050301811,0.3641851106639839,0.22535211267605634,0.1488933601609658,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.13883928571428572,2240,0.14012738853503184,628,0.22714681440443213,361,0.09036860879904875,841,0.08665105386416862,854,0.09826589595375723,1384,0.1507177033492823,418,0.17005813953488372,2064,0.1190909090909091,2200,0.16358543417366947,1785,0.11945065474289364,3131,353661.975,5497928458.925681,352128.6114649681,5689507064.923766,343276.6371191136,5424699384.392953,391515.6361474435,2596889232.541263,391214.3618266979,2552574175.5887423,361764.1112716763,5892440916.169826,355493.7727272727,4540080947.164051,358776.9854651163,6020866924.013367,360572.32272727275,5902080919.05542,346485.9165266107,4512685913.072065,354360.54455445544,5498625778.65896,0.6,383289.9285714286
940,60.0,1,17.0,1,1.0,3.0,4.0,1.0,0,5,370000.0,結婚済み	車所持	子供なし,0,0,0.0,0.15,0.14,0.15,0.12,0.09,0.16,0.17,0.1,0.2857142857142857,0.21327967806841047,0.5271629778672032,0.1267605633802817,0.5472837022132797,0.7062374245472837,0.014084507042253521,0.3641851106639839,0.02012072434607646,0.1488933601609658,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0.1457905544147844,974,0.13537675606641125,783,0.157498552403011,1727,0.05555555555555555,126,0.08665105386416862,854,0.09826589595375723,1384,0.1507177033492823,418,0.17005813953488372,2064,0.1190909090909091,2200,0.12030516431924883,1704,0.11945065474289364,3131,358012.00513347023,5902583305.779006,354280.50446998724,5494144694.659506,346884.1829762594,5276141109.782256,481516.626984127,6869871076.731748,391214.3618266979,2552574175.5887423,361764.1112716763,5892440916.169826,355493.7727272727,4540080947.164051,358776.9854651163,6020866924.013367,360572.32272727275,5902080919.05542,363923.875,6594535451.6408615,354360.54455445544,5498625778.65896,0.17647058823529413,383289.9285714286
941,52.0,0,11.0,1,1.0,3.0,4.0,2.0,0,4,268215.0,"結婚済み,車未所持,子供無し",0,1,0.0,0.14,0.15,0.17,0.12,0.31,0.16,0.17,0.1,0.6257545271629779,0.6096579476861167,0.47283702213279677,0.5412474849094567,0.5472837022132797,0.7062374245472837,0.7062374245472837,0.3641851106639839,0.22535211267605634,0.7122736418511066,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.13883928571428572,2240,0.14581328200192492,2078,0.157498552403011,1727,0.30337078651685395,1157,0.30782608695652175,1150,0.09826589595375723,1384,0.16854636591478697,1596,0.17005813953488372,2064,0.18231186966640806,1289,0.16358543417366947,1785,0.11945065474289364,3131,353661.975,5497928458.925681,356143.04186717997,5620692479.387289,346884.1829762594,5276141109.782256,300917.17804667243,2263227819.497684,300926.5669565217,2367094829.425883,361764.1112716763,5892440916.169826,353795.2944862155,5141425283.18469,358776.9854651163,6020866924.013367,345496.1474010861,4955593320.972047,346485.9165266107,4512685913.072065,354360.54455445544,5498625778.65896,0.2727272727272727,294408.81598062953
942,55.0,0,11.0,1,1.0,3.0,5.0,4.0,0,4,292830.0,離婚済み、自動車所有、子供なし,0,0,0.0,0.14,0.14,0.11,0.12,0.08,0.16,0.17,0.12,0.6257545271629779,0.17706237424547283,0.47283702213279677,0.3319919517102616,0.5472837022132797,0.7062374245472837,0.056338028169014086,0.03420523138832998,0.22535211267605634,0.0482897384305835,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.13883928571428572,2240,0.14012738853503184,628,0.157498552403011,1727,0.0875,320,0.07717041800643087,311,0.11617312072892938,878,0.11186440677966102,1475,0.17005813953488372,2064,0.18231186966640806,1289,0.12030516431924883,1704,0.11945065474289364,3131,353661.975,5497928458.925681,352128.6114649681,5689507064.923766,346884.1829762594,5276141109.782256,463326.41875,4829775496.118767,467239.2218649518,4534005681.399002,352646.8599088838,5894375030.401106,356169.46237288136,6409766561.95025,358776.9854651163,6020866924.013367,345496.1474010861,4955593320.972047,363923.875,6594535451.6408615,354360.54455445544,5498625778.65896,0.2727272727272727,471785.95172413794
943,48.0,0,12.0,0,1.0,3.0,4.0,1.0,0,4,400000.0,未婚、車所持、子供なし,0,0,0.0,0.14,0.15,0.11,0.12,0.09,0.23,0.1,0.07,0.6257545271629779,0.6096579476861167,0.47283702213279677,0.3319919517102616,0.16498993963782696,0.2937625754527163,0.1529175050301811,0.3641851106639839,0.22535211267605634,0.1488933601609658,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.13883928571428572,2240,0.14581328200192492,2078,0.22714681440443213,361,0.09036860879904875,841,0.08665105386416862,854,0.07401032702237521,581,0.11186440677966102,1475,0.10245614035087719,1425,0.18231186966640806,1289,0.12030516431924883,1704,0.11945065474289364,3131,353661.975,5497928458.925681,356143.04186717997,5620692479.387289,343276.6371191136,5424699384.392953,391515.6361474435,2596889232.541263,391214.3618266979,2552574175.5887423,369030.8743545611,2587769407.620394,356169.46237288136,6409766561.95025,349535.4007017544,4953070678.873752,345496.1474010861,4955593320.972047,363923.875,6594535451.6408615,354360.54455445544,5498625778.65896,0.25,393183.8643533123
944,24.0,1,7.0,1,1.0,3.0,4.0,2.0,0,4,267045.0,独身 車未所持 子供なし,1,1,0.0,0.14,0.15,0.11,0.12,0.31,0.23,0.17,0.33,0.6257545271629779,0.6096579476861167,0.5271629778672032,0.3319919517102616,0.16498993963782696,0.7062374245472837,0.7062374245472837,0.3641851106639839,0.22535211267605634,0.7122736418511066,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.13883928571428572,2240,0.14581328200192492,2078,0.22714681440443213,361,0.30337078651685395,1157,0.30782608695652175,1150,0.33436532507739936,646,0.11186440677966102,1475,0.17005813953488372,2064,0.1190909090909091,2200,0.16358543417366947,1785,0.11945065474289364,3131,353661.975,5497928458.925681,356143.04186717997,5620692479.387289,343276.6371191136,5424699384.392953,300917.17804667243,2263227819.497684,300926.5669565217,2367094829.425883,331100.97987616097,6473124279.808889,356169.46237288136,6409766561.95025,358776.9854651163,6020866924.013367,360572.32272727275,5902080919.05542,346485.9165266107,4512685913.072065,354360.54455445544,5498625778.65896,0.42857142857142855,305693.31191222573
945,30.0,0,15.0,0,1.0,3.0,4.0,2.0,0,3,261045.0,結婚済み 乗用車所持 子供なし,1,0,0.0,0.14,0.15,0.11,0.12,0.31,0.16,0.1,0.1,0.6257545271629779,0.6096579476861167,0.47283702213279677,0.3319919517102616,0.5472837022132797,0.2937625754527163,0.7062374245472837,0.3641851106639839,0.19718309859154928,0.7122736418511066,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.13883928571428572,2240,0.14581328200192492,2078,0.157498552403011,1727,0.30337078651685395,1157,0.30782608695652175,1150,0.09826589595375723,1384,0.11186440677966102,1475,0.10245614035087719,1425,0.18231186966640806,1289,0.12030516431924883,1704,0.11945065474289364,3131,353661.975,5497928458.925681,356143.04186717997,5620692479.387289,346884.1829762594,5276141109.782256,300917.17804667243,2263227819.497684,300926.5669565217,2367094829.425883,361764.1112716763,5892440916.169826,356169.46237288136,6409766561.95025,349535.4007017544,4953070678.873752,345496.1474010861,4955593320.972047,363923.875,6594535451.6408615,354360.54455445544,5498625778.65896,0.2,305693.31191222573
946,34.0,0,17.0,1,2.0,2.0,3.0,2.0,0,4,344160.0,未婚/車未所持/子供1人,0,1,1.0,0.14,0.15,0.17,0.12,0.04,0.1,0.17,0.07,0.6257545271629779,0.6096579476861167,0.47283702213279677,0.5412474849094567,0.28772635814889336,0.7062374245472837,0.07042253521126761,0.6016096579476862,0.22535211267605634,0.07645875251509054,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0.13883928571428572,2240,0.14581328200192492,2078,0.10206995003568879,1401,0.03349282296650718,1045,0.03601895734597156,1055,0.07401032702237521,581,0.16854636591478697,1596,0.17005813953488372,2064,0.18231186966640806,1289,0.16358543417366947,1785,0.11945065474289364,3131,353661.975,5497928458.925681,356143.04186717997,5620692479.387289,368031.2591006424,5775308477.206389,337073.9425837321,1662703765.4583855,336992.4018957346,1661838021.122957,369030.8743545611,2587769407.620394,353795.2944862155,5141425283.18469,358776.9854651163,6020866924.013367,345496.1474010861,4955593320.972047,346485.9165266107,4512685913.072065,354360.54455445544,5498625778.65896,0.11764705882352941,336787.2414355628
947,37.0,0,25.0,1,2.0,2.0,3.0,3.0,0,4,358860.0,"未婚、車所持,こども1人",0,0,1.0,0.15,0.14,0.17,0.12,0.04,0.1,0.17,0.07,0.2857142857142857,0.17706237424547283,0.47283702213279677,0.5412474849094567,0.28772635814889336,0.7062374245472837,0.07042253521126761,0.6016096579476862,0.22535211267605634,0.07645875251509054,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0.1457905544147844,974,0.14012738853503184,628,0.10206995003568879,1401,0.03349282296650718,1045,0.03601895734597156,1055,0.07401032702237521,581,0.16854636591478697,1596,0.17005813953488372,2064,0.18231186966640806,1289,0.12030516431924883,1704,0.11945065474289364,3131,358012.00513347023,5902583305.779006,352128.6114649681,5689507064.923766,368031.2591006424,5775308477.206389,337073.9425837321,1662703765.4583855,336992.4018957346,1661838021.122957,369030.8743545611,2587769407.620394,353795.2944862155,5141425283.18469,358776.9854651163,6020866924.013367,345496.1474010861,4955593320.972047,363923.875,6594535451.6408615,354360.54455445544,5498625778.65896,0.08,336787.2414355628
948,38.0,0,28.0,1,1.0,3.0,4.0,1.0,1,3,282600.0,離婚済み/車未所持/子供なし,1,1,0.0,0.14,0.14,0.11,0.34,0.31,0.16,0.17,0.12,0.6257545271629779,0.17706237424547283,0.47283702213279677,0.3319919517102616,0.5472837022132797,0.7062374245472837,0.7062374245472837,0.3641851106639839,0.19718309859154928,0.7122736418511066,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.13883928571428572,2240,0.14012738853503184,628,0.157498552403011,1727,0.30337078651685395,1157,0.30782608695652175,1150,0.11617312072892938,878,0.11186440677966102,1475,0.17005813953488372,2064,0.18231186966640806,1289,0.16358543417366947,1785,0.3435754189944134,358,353661.975,5497928458.925681,352128.6114649681,5689507064.923766,346884.1829762594,5276141109.782256,300917.17804667243,2263227819.497684,300926.5669565217,2367094829.425883,352646.8599088838,5894375030.401106,356169.46237288136,6409766561.95025,358776.9854651163,6020866924.013367,345496.1474010861,4955593320.972047,346485.9165266107,4512685913.072065,360616.7011173184,6506850338.456638,0.10714285714285714,305693.31191222573
949,33.0,0,8.0,0,1.0,3.0,4.0,4.0,1,3,258960.0,離婚済み 自家用車あり 無子,1,0,0.0,0.15,0.14,0.11,0.34,0.31,0.23,0.1,0.12,0.2857142857142857,0.21327967806841047,0.47283702213279677,0.3319919517102616,0.16498993963782696,0.2937625754527163,0.7062374245472837,0.3641851106639839,0.19718309859154928,0.7122736418511066,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.1457905544147844,974,0.13537675606641125,783,0.22714681440443213,361,0.30337078651685395,1157,0.30782608695652175,1150,0.11617312072892938,878,0.11186440677966102,1475,0.10245614035087719,1425,0.18231186966640806,1289,0.12030516431924883,1704,0.3435754189944134,358,358012.00513347023,5902583305.779006,354280.50446998724,5494144694.659506,343276.6371191136,5424699384.392953,300917.17804667243,2263227819.497684,300926.5669565217,2367094829.425883,352646.8599088838,5894375030.401106,356169.46237288136,6409766561.95025,349535.4007017544,4953070678.873752,345496.1474010861,4955593320.972047,363923.875,6594535451.6408615,360616.7011173184,6506850338.456638,0.375,305693.31191222573
950,50.0,0,16.0,0,1.0,3.0,4.0,2.0,1,3,444405.0,結婚済み 自動車所有 子供なし,0,0,0.0,0.15,0.15,0.11,0.34,0.09,0.23,0.1,0.1,0.2857142857142857,0.6096579476861167,0.47283702213279677,0.3319919517102616,0.16498993963782696,0.2937625754527163,0.1529175050301811,0.3641851106639839,0.19718309859154928,0.1488933601609658,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.1457905544147844,974,0.14581328200192492,2078,0.22714681440443213,361,0.09036860879904875,841,0.08665105386416862,854,0.09826589595375723,1384,0.11186440677966102,1475,0.10245614035087719,1425,0.18231186966640806,1289,0.12030516431924883,1704,0.3435754189944134,358,358012.00513347023,5902583305.779006,356143.04186717997,5620692479.387289,343276.6371191136,5424699384.392953,391515.6361474435,2596889232.541263,391214.3618266979,2552574175.5887423,361764.1112716763,5892440916.169826,356169.46237288136,6409766561.95025,349535.4007017544,4953070678.873752,345496.1474010861,4955593320.972047,363923.875,6594535451.6408615,360616.7011173184,6506850338.456638,0.1875,393183.8643533123
951,38.0,1,18.0,0,1.0,3.0,4.0,2.0,1,4,280000.0,離婚済み 自動車所有 子供なし,1,0,0.0,0.14,0.15,0.11,0.34,0.31,0.23,0.1,0.12,0.6257545271629779,0.6096579476861167,0.5271629778672032,0.3319919517102616,0.16498993963782696,0.2937625754527163,0.7062374245472837,0.3641851106639839,0.22535211267605634,0.7122736418511066,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.13883928571428572,2240,0.14581328200192492,2078,0.22714681440443213,361,0.30337078651685395,1157,0.30782608695652175,1150,0.11617312072892938,878,0.11186440677966102,1475,0.10245614035087719,1425,0.1190909090909091,2200,0.12030516431924883,1704,0.3435754189944134,358,353661.975,5497928458.925681,356143.04186717997,5620692479.387289,343276.6371191136,5424699384.392953,300917.17804667243,2263227819.497684,300926.5669565217,2367094829.425883,352646.8599088838,5894375030.401106,356169.46237288136,6409766561.95025,349535.4007017544,4953070678.873752,360572.32272727275,5902080919.05542,363923.875,6594535451.6408615,360616.7011173184,6506850338.456638,0.16666666666666666,305693.31191222573
952,41.0,1,7.0,1,2.0,2.0,3.0,2.0,1,3,360000.0,結婚済み 自家用車なし こども1人,0,1,1.0,0.15,0.14,0.17,0.34,0.04,0.16,0.17,0.1,0.2857142857142857,0.21327967806841047,0.5271629778672032,0.5412474849094567,0.5472837022132797,0.7062374245472837,0.07042253521126761,0.6016096579476862,0.19718309859154928,0.07645875251509054,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0.1457905544147844,974,0.13537675606641125,783,0.157498552403011,1727,0.03349282296650718,1045,0.03601895734597156,1055,0.09826589595375723,1384,0.16854636591478697,1596,0.17005813953488372,2064,0.1190909090909091,2200,0.16358543417366947,1785,0.3435754189944134,358,358012.00513347023,5902583305.779006,354280.50446998724,5494144694.659506,346884.1829762594,5276141109.782256,337073.9425837321,1662703765.4583855,336992.4018957346,1661838021.122957,361764.1112716763,5892440916.169826,353795.2944862155,5141425283.18469,358776.9854651163,6020866924.013367,360572.32272727275,5902080919.05542,346485.9165266107,4512685913.072065,360616.7011173184,6506850338.456638,0.2857142857142857,336787.2414355628
